date_time,atmospheric_pressure_(mBar),rainfall_(mm),wind_speed_(m_per_s),wind_direction_(degrees),surface_temperature_(C),relative_humidity_(%),solar_flux_(Kw/m2),battery_(V)
2015/11/01 00:01,1025,0,0,0,9.74,91.5,0,13.76
2015/11/01 00:02,1025,0,0,0,9.75,91.2,0,13.76
2015/11/01 00:03,1025,0,0,0,9.75,91.3,0,13.77
2015/11/01 00:04,1025,0,0,0,9.77,91.2,0,13.76
2015/11/01 00:05,1025,0,0,0,9.83,91.2,0,13.77
2015/11/01 00:06,1024,0,0,0,9.84,91.1,0,13.76
2015/11/01 00:07,1024,0,0,0,9.87,91.0,0,13.76
2015/11/01 00:08,1024,0,0,0,9.9,90.8,0,13.77
2015/11/01 00:09,1024,0,0,0,9.86,90.7,0,13.77
2015/11/01 00:10,1024,0,0,0,9.81,90.5,0,13.77
2015/11/01 00:11,1024,0,0,0,9.82,90.5,0,13.77
2015/11/01 00:12,1024,0,0,0,9.82,90.6,0,13.77
2015/11/01 00:13,1024,0,0,0,9.82,90.6,0,13.77
2015/11/01 00:14,1024,0,0,0,9.82,90.5,0,13.77
2015/11/01 00:15,1024,0,0,0,9.82,90.6,0,13.77
2015/11/01 00:16,1024,0,0,0,9.82,90.5,0,13.77
2015/11/01 00:17,1024,0,0,0,9.82,90.5,0,13.77
2015/11/01 00:18,1024,0,0,0,9.84,90.7,0,13.76
2015/11/01 00:19,1024,0,0,0,9.89,90.7,0,13.77
2015/11/01 00:20,1024,0,0,0,9.9,90.9,0,13.76
2015/11/01 00:21,1024,0,0,0,9.93,90.8,0,13.77
2015/11/01 00:22,1024,0,0,0,9.95,90.8,0,13.77
2015/11/01 00:23,1024,0,0,0,9.98,90.6,0,13.77
2015/11/01 00:24,1024,0,0,0,9.92,90.5,0,13.77
2015/11/01 00:25,1024,0,0,0,9.89,90.4,0,13.77
2015/11/01 00:26,1024,0,0,0,9.93,90.6,0,13.76
2015/11/01 00:27,1024,0,0,0,9.97,90.6,0,13.77
2015/11/01 00:28,1024,0,0,0,9.98,90.4,0,13.77
2015/11/01 00:29,1024,0,0,0,9.96,90.4,0,13.77
2015/11/01 00:30,1024,0,0,0,9.93,90.2,0,13.77
2015/11/01 00:31,1024,0,0,0,9.82,89.9,0,13.77
2015/11/01 00:32,1024,0,0,0,9.72,89.8,0,13.77
2015/11/01 00:33,1024,0,0,0,9.63,89.8,0,13.76
2015/11/01 00:34,1024,0,0,0,9.54,89.8,0,13.77
2015/11/01 00:35,1024,0,0,0,9.47,89.9,0,13.77
2015/11/01 00:36,1024,0,0,0,9.38,90.0,0,13.77
2015/11/01 00:37,1024,0,0,0,9.31,90.2,0,13.77
2015/11/01 00:38,1024,0,0,0,9.26,90.3,0,13.77
2015/11/01 00:39,1024,0,0,0,9.19,90.4,0,13.77
2015/11/01 00:40,1024,0,0,0,9.17,90.5,0,13.77
2015/11/01 00:41,1024,0,0,0,9.12,90.6,0,13.77
2015/11/01 00:42,1024,0,0,0,9.04,90.5,0,13.77
2015/11/01 00:43,1024,0,0,0,8.95,90.6,0,13.77
2015/11/01 00:44,1024,0,0,0,8.96,90.9,0,13.77
2015/11/01 00:45,1024,0,0,0,9.0,91.6,0,13.77
2015/11/01 00:46,1024,0,0,0,9.08,91.7,0,13.77
2015/11/01 00:47,1024,0,0,0,9.09,91.9,0,13.77
2015/11/01 00:48,1024,0,0,0,9.14,91.9,0,13.77
2015/11/01 00:49,1024,0,0,0,9.15,92.1,0,13.77
2015/11/01 00:50,1024,0,0,0,9.2,92.2,0,13.77
2015/11/01 00:51,1024,0,0,0,9.25,92.2,0,13.77
2015/11/01 00:52,1024,0,0,0,9.31,92.1,0,13.77
2015/11/01 00:53,1024,0,0,0,9.31,92.2,0,13.78
2015/11/01 00:54,1024,0,0,0,9.39,92.2,0,13.77
2015/11/01 00:55,1024,0,0,0,9.36,92.0,0,13.77
2015/11/01 00:56,1024,0,0,0,9.34,91.8,0,13.77
2015/11/01 00:57,1024,0,0,0,9.36,91.5,0,13.77
2015/11/01 00:58,1024,0,0,0,9.33,91.1,0,13.77
2015/11/01 00:59,1024,0,0,0,9.16,90.7,0,13.77
2015/11/01 01:00,1024,0,0,0,9.06,90.5,0,13.77
2015/11/01 01:01,1024,0,0,0,8.91,90.5,0,13.77
2015/11/01 01:02,1024,0,0,0,8.82,90.5,0,13.77
2015/11/01 01:03,1024,0,0,0,8.75,90.7,0,13.77
2015/11/01 01:04,1024,0,0,0,8.7,91.0,0,13.78
2015/11/01 01:05,1024,0,0,0,8.66,91.1,0,13.77
2015/11/01 01:06,1024,0,0,0,8.59,91.2,0,13.77
2015/11/01 01:07,1024,0,0,0,8.5,91.3,0,13.78
2015/11/01 01:08,1024,0,0,0,8.5,91.6,0,13.78
2015/11/01 01:09,1024,0,0,0,8.54,92.0,0,13.78
2015/11/01 01:10,1024,0,0,0,8.53,92.2,0,13.78
2015/11/01 01:11,1024,0,0,0,8.58,92.5,0,13.78
2015/11/01 01:12,1024,0,0,0,8.64,92.6,0,13.78
2015/11/01 01:13,1024,0,0,0,8.67,92.6,0,13.78
2015/11/01 01:14,1024,0,0,0,8.59,92.5,0,13.78
2015/11/01 01:15,1024,0,0,0,8.57,92.6,0,13.78
2015/11/01 01:16,1024,0,0,0,8.53,92.6,0,13.78
2015/11/01 01:17,1024,0,0,0,8.49,92.6,0,13.78
2015/11/01 01:18,1024,0,0,0,8.51,92.7,0,13.78
2015/11/01 01:19,1024,0,0,0,8.5,92.8,0,13.78
2015/11/01 01:20,1024,0,0,0,8.5,92.8,0,13.78
2015/11/01 01:21,1024,0,0,0,8.44,92.9,0,13.78
2015/11/01 01:22,1024,0,0,0,8.42,92.9,0,13.78
2015/11/01 01:23,1024,0,0,0,8.44,93.1,0,13.78
2015/11/01 01:24,1024,0,0,0,8.45,93.0,0,13.78
2015/11/01 01:25,1024,0,0,0,8.42,93.1,0,13.78
2015/11/01 01:26,1024,0,0,0,8.41,93.2,0,13.78
2015/11/01 01:27,1024,0,0,0,8.43,93.2,0,13.78
2015/11/01 01:28,1024,0,0,0,8.4,93.1,0,13.78
2015/11/01 01:29,1024,0,0,0,8.36,93.2,0,13.78
2015/11/01 01:30,1024,0,0,0,8.41,93.4,0,13.78
2015/11/01 01:31,1024,0,0,0,8.45,93.7,0,13.78
2015/11/01 01:32,1024,0,0,0,8.63,94.1,0,13.79
2015/11/01 01:33,1024,0,0,0,8.71,94.1,0,13.78
2015/11/01 01:34,1024,0,0,0,8.78,94.0,0,13.79
2015/11/01 01:35,1024,0,0,0,8.84,94.1,0,13.79
2015/11/01 01:36,1024,0,0,0,8.91,94.0,0,13.79
2015/11/01 01:37,1024,0,0,0,8.96,93.9,0,13.79
2015/11/01 01:38,1024,0,0,0,8.94,93.7,0,13.79
2015/11/01 01:39,1024,0,0,0,8.98,93.7,0,13.78
2015/11/01 01:40,1024,0,0,0,9.01,93.5,0,13.79
2015/11/01 01:41,1024,0,0,0,9.01,93.3,0,13.79
2015/11/01 01:42,1024,0,0,0,9.03,93.3,0,13.78
2015/11/01 01:43,1024,0,0,0,9.13,93.2,0,13.79
2015/11/01 01:44,1024,0,0,0,9.16,93.2,0,13.79
2015/11/01 01:45,1024,0,0,0,9.21,93.1,0,13.79
2015/11/01 01:46,1024,0,0,0,9.29,92.9,0,13.78
2015/11/01 01:47,1024,0,0,0,9.29,92.7,0,13.79
2015/11/01 01:48,1024,0,0,0,9.37,92.6,0,13.78
2015/11/01 01:49,1024,0,0,0,9.34,92.3,0,13.79
2015/11/01 01:50,1024,0,0,0,9.41,92.1,0,13.79
2015/11/01 01:51,1024,0,0,0,9.44,91.9,0,13.79
2015/11/01 01:52,1024,0,0,0,9.44,91.7,0,13.79
2015/11/01 01:53,1024,0,0,0,9.52,91.4,0,13.78
2015/11/01 01:54,1024,0,0,0,9.52,91.2,0,13.78
2015/11/01 01:55,1024,0,0,0,9.51,91.0,0,13.78
2015/11/01 01:56,1024,0,0,0,9.52,90.7,0,13.78
2015/11/01 01:57,1024,0,0,0,9.45,90.5,0,13.78
2015/11/01 01:58,1024,0,0,0,9.39,90.4,0,13.79
2015/11/01 01:59,1024,0,0,0,9.4,90.3,0,13.78
2015/11/01 02:00,1024,0,0,0,9.43,90.2,0,13.78
2015/11/01 02:01,1024,0,0,0,9.46,90.2,0,13.78
2015/11/01 02:02,1024,0,0,0,9.45,90.2,0,13.79
2015/11/01 02:03,1024,0,0,0,9.43,90.4,0,13.78
2015/11/01 02:04,1024,0,0,0,9.5,90.4,0,13.79
2015/11/01 02:05,1024,0,0,0,9.51,90.4,0,13.79
2015/11/01 02:06,1024,0,0,0,9.58,90.4,0,13.79
2015/11/01 02:07,1024,0,0,0,9.61,90.1,0,13.79
2015/11/01 02:08,1024,0,0,0,9.53,89.8,0,13.78
2015/11/01 02:09,1024,0,0,0,9.43,89.5,0,13.79
2015/11/01 02:10,1024,0,0,0,9.35,89.5,0,13.79
2015/11/01 02:11,1024,0,0,0,9.39,89.7,0,13.79
2015/11/01 02:12,1024,0,0,0,9.44,90.0,0,13.79
2015/11/01 02:13,1024,0,0,0,9.4,90.0,0,13.79
2015/11/01 02:14,1024,0,0,0,9.42,90.0,0,13.79
2015/11/01 02:15,1024,0,0,0,9.43,89.9,0,13.79
2015/11/01 02:16,1024,0,0,0,9.34,89.8,0,13.79
2015/11/01 02:17,1024,0,0,0,9.26,89.8,0,13.79
2015/11/01 02:18,1024,0,0,0,9.2,90.0,0,13.79
2015/11/01 02:19,1024,0,0,0,9.19,90.1,0,13.79
2015/11/01 02:20,1024,0,0,0,9.18,90.2,0,13.79
2015/11/01 02:21,1024,0,0,0,9.22,90.2,0,13.79
2015/11/01 02:22,1024,0,0,0,9.23,90.3,0,13.79
2015/11/01 02:23,1024,0,0,0,9.13,90.2,0,13.79
2015/11/01 02:24,1024,0,0,0,9.11,90.4,0,13.79
2015/11/01 02:25,1024,0,0,0,9.16,90.4,0,13.79
2015/11/01 02:26,1024,0,0,0,9.11,90.3,0,13.79
2015/11/01 02:27,1024,0,0,0,9.11,90.2,0,13.79
2015/11/01 02:28,1024,0,0,0,9.03,90.2,0,13.79
2015/11/01 02:29,1024,0,0,0,9.04,90.3,0,13.79
2015/11/01 02:30,1024,0,0,0,8.98,90.4,0,13.79
2015/11/01 02:31,1024,0,0,0,8.98,90.5,0,13.79
2015/11/01 02:32,1024,0,0,0,8.97,90.5,0,13.79
2015/11/01 02:33,1024,0,0,0,8.97,90.6,0,13.79
2015/11/01 02:34,1024,0,0,0,8.97,90.6,0,13.79
2015/11/01 02:35,1024,0,0,0,8.9,90.5,0,13.79
2015/11/01 02:36,1024,0,0,0,8.82,90.4,0,13.79
2015/11/01 02:37,1024,0,0,0,8.76,90.4,0,13.79
2015/11/01 02:38,1024,0,0,0,8.75,90.6,0,13.79
2015/11/01 02:39,1024,0,0,0,8.73,90.7,0,13.79
2015/11/01 02:40,1024,0,0,0,8.77,91.0,0,13.79
2015/11/01 02:41,1024,0,0,0,8.76,91.2,0,13.79
2015/11/01 02:42,1024,0,0,0,8.83,91.3,0,13.79
2015/11/01 02:43,1024,0,0,0,8.82,91.4,0,13.79
2015/11/01 02:44,1024,0,0,0,8.84,91.4,0,13.79
2015/11/01 02:45,1024,0,0,0,8.88,91.6,0,13.79
2015/11/01 02:46,1024,0,0,0,8.95,91.8,0,13.79
2015/11/01 02:47,1024,0,0,0,9.03,91.8,0,13.79
2015/11/01 02:48,1024,0,0,0,9.06,91.7,0,13.79
2015/11/01 02:49,1024,0,0,0,9.14,91.7,0,13.79
2015/11/01 02:50,1024,0,0,0,9.15,91.5,0,13.79
2015/11/01 02:51,1024,0,0,0,9.17,91.2,0,13.79
2015/11/01 02:52,1024,0,0,0,9.18,91.1,0,13.79
2015/11/01 02:53,1024,0,0,0,9.24,91.0,0,13.79
2015/11/01 02:54,1024,0,0,0,9.28,90.9,0,13.79
2015/11/01 02:55,1024,0,0,0,9.35,90.6,0,13.79
2015/11/01 02:56,1024,0,0,0,9.4,90.5,0,13.79
2015/11/01 02:57,1024,0,0,0,9.43,90.0,0,13.79
2015/11/01 02:58,1024,0,0,0,9.44,89.7,0,13.79
2015/11/01 02:59,1024,0,0,0,9.41,89.6,0,13.79
2015/11/01 03:00,1024,0,0,0,9.43,89.1,0,13.79
2015/11/01 03:01,1024,0,0,0,9.43,89.0,0,13.79
2015/11/01 03:02,1024,0,0,0,9.43,88.8,0,13.79
2015/11/01 03:03,1024,0,0,0,9.37,88.8,0,13.79
2015/11/01 03:04,1024,0,0,0,9.42,88.8,0,13.79
2015/11/01 03:05,1024,0,0,0,9.45,88.6,0,13.79
2015/11/01 03:06,1024,0,0,0,9.41,88.3,0,13.79
2015/11/01 03:07,1024,0,0,0,9.32,88.0,0,13.79
2015/11/01 03:08,1024,0,0,0,9.25,88.0,0,13.79
2015/11/01 03:09,1024,0,0,0,9.23,87.9,0,13.79
2015/11/01 03:10,1024,0,0,0,9.12,87.6,0,13.79
2015/11/01 03:11,1024,0,0,0,8.97,87.5,0,13.79
2015/11/01 03:12,1024,0,0,0,8.9,87.6,0,13.79
2015/11/01 03:13,1024,0,0,0,8.8,87.9,0,13.79
2015/11/01 03:14,1024,0,0,0,8.75,88.0,0,13.79
2015/11/01 03:15,1024,0,0,0,8.65,88.4,0,13.79
2015/11/01 03:16,1024,0,0,0,8.65,88.5,0,13.79
2015/11/01 03:17,1024,0,0,0,8.6,88.7,0,13.79
2015/11/01 03:18,1024,0,0,0,8.56,89.0,0,13.79
2015/11/01 03:19,1024,0,0,0,8.57,89.4,0,13.79
2015/11/01 03:20,1024,0,0,0,8.57,89.4,0,13.8
2015/11/01 03:21,1024,0,0,0,8.57,89.7,0,13.8
2015/11/01 03:22,1024,0,0,0,8.6,90.1,0,13.79
2015/11/01 03:23,1024,0,0,0,8.71,90.3,0,13.8
2015/11/01 03:24,1024,0,0,0,8.8,90.7,0,13.79
2015/11/01 03:25,1024,0,0,0,8.86,90.7,0,13.8
2015/11/01 03:26,1024,0,0,0,8.91,90.6,0,13.79
2015/11/01 03:27,1024,0,0,0,8.97,90.7,0,13.8
2015/11/01 03:28,1024,0,0,0,9.03,90.6,0,13.8
2015/11/01 03:29,1024,0,0,0,9.06,90.4,0,13.8
2015/11/01 03:30,1024,0,0,0,9.05,90.3,0,13.8
2015/11/01 03:31,1024,0,0,0,9.1,90.1,0,13.8
2015/11/01 03:32,1024,0,0,0,9.09,89.9,0,13.8
2015/11/01 03:33,1024,0,0,0,9.08,89.8,0,13.8
2015/11/01 03:34,1024,0,0,0,9.07,89.7,0,13.8
2015/11/01 03:35,1024,0,0,0,9.11,89.7,0,13.8
2015/11/01 03:36,1024,0,0,0,9.11,89.5,0,13.8
2015/11/01 03:37,1024,0,0,0,9.06,89.4,0,13.8
2015/11/01 03:38,1024,0,0,0,9.03,89.3,0,13.8
2015/11/01 03:39,1024,0,0,0,9.04,89.2,0,13.8
2015/11/01 03:40,1024,0,0,0,8.98,89.1,0,13.8
2015/11/01 03:41,1024,0,0,0,9.04,89.2,0,13.8
2015/11/01 03:42,1024,0,0,0,9.04,89.2,0,13.8
2015/11/01 03:43,1024,0,0,0,9.06,89.2,0,13.8
2015/11/01 03:44,1024,0,0,0,9.04,89.1,0,13.8
2015/11/01 03:45,1024,0,0,0,9.05,89.1,0,13.8
2015/11/01 03:46,1024,0,0,0,9.01,89.0,0,13.8
2015/11/01 03:47,1024,0,0,0,9.04,89.0,0,13.8
2015/11/01 03:48,1024,0,0,0,9.04,88.9,0,13.8
2015/11/01 03:49,1024,0,0,0,9.04,88.8,0,13.8
2015/11/01 03:50,1024,0,0,0,9.03,88.7,0,13.8
2015/11/01 03:51,1024,0,0,0,9.04,88.6,0,13.8
2015/11/01 03:52,1024,0,0,0,9.03,88.5,0,13.8
2015/11/01 03:53,1024,0,0,0,9.04,88.6,0,13.8
2015/11/01 03:54,1024,0,0,0,9.03,88.5,0,13.8
2015/11/01 03:55,1024,0,0,0,9.03,88.4,0,13.8
2015/11/01 03:56,1024,0,0,0,9.01,88.2,0,13.8
2015/11/01 03:57,1024,0,0,0,8.96,88.2,0,13.8
2015/11/01 03:58,1024,0,0,0,8.96,88.3,0,13.8
2015/11/01 03:59,1024,0,0,0,8.96,88.3,0,13.8
2015/11/01 04:00,1024,0,0,0,8.97,88.4,0,13.8
2015/11/01 04:01,1024,0,0,0,8.97,88.3,0,13.8
2015/11/01 04:02,1024,0,0,0,9.0,88.5,0,13.8
2015/11/01 04:03,1024,0,0,0,9.04,88.4,0,13.8
2015/11/01 04:04,1024,0,0,0,8.97,88.3,0,13.8
2015/11/01 04:05,1024,0,0,0,9.02,88.4,0,13.8
2015/11/01 04:06,1024,0,0,0,9.06,88.3,0,13.8
2015/11/01 04:07,1024,0,0,0,9.01,88.1,0,13.8
2015/11/01 04:08,1024,0,0,0,8.96,88.0,0,13.8
2015/11/01 04:09,1024,0,0,0,8.89,88.0,0,13.8
2015/11/01 04:10,1024,0,0,0,8.82,88.0,0,13.8
2015/11/01 04:11,1024,0,0,0,8.78,88.1,0,13.8
2015/11/01 04:12,1024,0,0,0,8.73,88.2,0,13.8
2015/11/01 04:13,1024,0,0,0,8.7,88.3,0,13.8
2015/11/01 04:14,1024,0,0,0,8.64,88.3,0,13.8
2015/11/01 04:15,1024,0,0,0,8.59,88.3,0,13.8
2015/11/01 04:16,1024,0,0,0,8.51,88.4,0,13.8
2015/11/01 04:17,1024,0,0,0,8.44,88.4,0,13.8
2015/11/01 04:18,1024,0,0,0,8.36,88.4,0,13.8
2015/11/01 04:19,1024,0,0,0,8.27,88.4,0,13.8
2015/11/01 04:20,1024,0,0,0,8.23,88.6,0,13.8
2015/11/01 04:21,1024,0,0,0,8.18,88.7,0,13.8
2015/11/01 04:22,1024,0,0,0,8.15,88.9,0,13.8
2015/11/01 04:23,1024,0,0,0,8.11,89.1,0,13.8
2015/11/01 04:24,1024,0,0,0,8.07,89.1,0,13.8
2015/11/01 04:25,1024,0,0,0,8.04,89.2,0,13.8
2015/11/01 04:26,1024,0,0,0,7.97,89.4,0,13.8
2015/11/01 04:27,1024,0,0,0,7.93,89.4,0,13.81
2015/11/01 04:28,1024,0,0,0,7.87,89.6,0,13.81
2015/11/01 04:29,1024,0,0,0,7.82,89.8,0,13.81
2015/11/01 04:30,1024,0,0,0,7.78,90.0,0,13.81
2015/11/01 04:31,1024,0,0,0,7.72,90.1,0,13.81
2015/11/01 04:32,1024,0,0,0,7.65,90.2,0,13.81
2015/11/01 04:33,1024,0,0,0,7.6,90.4,0,13.81
2015/11/01 04:34,1024,0,0,0,7.6,90.6,0,13.81
2015/11/01 04:35,1024,0,0,0,7.55,90.7,0,13.81
2015/11/01 04:36,1024,0,0,0,7.51,90.8,0,13.81
2015/11/01 04:37,1024,0,0,0,7.46,90.9,0,13.81
2015/11/01 04:38,1024,0,0,0,7.44,91.1,0,13.81
2015/11/01 04:39,1024,0,0,0,7.43,91.3,0,13.81
2015/11/01 04:40,1025,0,0,0,7.4,91.4,0,13.81
2015/11/01 04:41,1025,0,0,0,7.34,91.4,0,13.82
2015/11/01 04:42,1025,0,0,0,7.3,91.7,0,13.82
2015/11/01 04:43,1025,0,0,0,7.29,91.7,0,13.82
2015/11/01 04:44,1025,0,0,0,7.23,91.9,0,13.82
2015/11/01 04:45,1025,0,0,0,7.2,92.1,0,13.82
2015/11/01 04:46,1025,0,0,0,7.16,92.2,0,13.82
2015/11/01 04:47,1025,0,0,0,7.14,92.3,0,13.82
2015/11/01 04:48,1025,0,0,0,7.08,92.4,0,13.82
2015/11/01 04:49,1025,0,0,0,7.07,92.6,0,13.82
2015/11/01 04:50,1025,0,0,0,7.02,92.6,0,13.82
2015/11/01 04:51,1025,0,0,0,7.0,92.7,0,13.82
2015/11/01 04:52,1025,0,0,0,6.92,92.8,0,13.82
2015/11/01 04:53,1025,0,0,0,6.926,92.9,0,13.82
2015/11/01 04:54,1025,0,0,0,6.858,93.0,0,13.82
2015/11/01 04:55,1025,0,0,0,6.841,93.0,0,13.82
2015/11/01 04:56,1025,0,0,0,6.797,93.2,0,13.83
2015/11/01 04:57,1025,0,0,0,6.8,93.4,0,13.83
2015/11/01 04:58,1025,0,0,0,6.819,93.5,0,13.82
2015/11/01 04:59,1025,0,0,0,6.836,93.8,0,13.83
2015/11/01 05:00,1025,0,0,0,6.825,93.8,0,13.83
2015/11/01 05:01,1025,0,0,0,6.781,93.8,0,13.83
2015/11/01 05:02,1025,0,0,0,6.745,94.0,0,13.83
2015/11/01 05:03,1025,0,0,0,6.713,94.0,0,13.83
2015/11/01 05:04,1025,0,0,0,6.633,93.9,0,13.83
2015/11/01 05:05,1025,0,0,0,6.565,93.9,0,13.83
2015/11/01 05:06,1025,0,0,0,6.491,93.9,0,13.83
2015/11/01 05:07,1025,0,0,0,6.42,93.9,0,13.83
2015/11/01 05:08,1025,0,0,0,6.371,94.0,0,13.83
2015/11/01 05:09,1025,0,0,0,6.349,94.2,0,13.84
2015/11/01 05:10,1025,0,0,0,6.321,94.3,0,13.84
2015/11/01 05:11,1025,0,0,0,6.248,94.4,0,13.83
2015/11/01 05:12,1025,0,0,0,6.209,94.6,0,13.84
2015/11/01 05:13,1025,0,0,0,6.305,94.9,0,13.84
2015/11/01 05:14,1025,0,0,0,6.357,95.2,0,13.84
2015/11/01 05:15,1025,0,0,0,6.373,95.3,0,13.84
2015/11/01 05:16,1025,0,0,0,6.442,95.7,0,13.84
2015/11/01 05:17,1025,0,0,0,6.491,95.8,0,13.84
2015/11/01 05:18,1025,0,0,0,6.475,95.8,0,13.84
2015/11/01 05:19,1025,0,0,0,6.48,95.9,0,13.84
2015/11/01 05:20,1025,0,0,0,6.439,95.9,0,13.84
2015/11/01 05:21,1025,0,0,0,6.45,96.1,0,13.84
2015/11/01 05:22,1025,0,0,0,6.538,96.3,0,13.84
2015/11/01 05:23,1025,0,0,0,6.557,96.4,0,13.84
2015/11/01 05:24,1025,0,0,0,6.554,96.5,0,13.84
2015/11/01 05:25,1025,0,0,0,6.59,96.6,0,13.84
2015/11/01 05:26,1025,0,0,0,6.54,96.5,0,13.84
2015/11/01 05:27,1025,0,0,0,6.524,96.6,0,13.84
2015/11/01 05:28,1025,0,0,0,6.59,96.8,0,13.84
2015/11/01 05:29,1025,0,0,0,6.688,97.2,0,13.84
2015/11/01 05:30,1025,0,0,0,6.838,97.5,0,13.84
2015/11/01 05:31,1025,0,0,0,6.926,97.6,0,13.84
2015/11/01 05:32,1025,0,0,0,6.983,97.6,0,13.84
2015/11/01 05:33,1025,0,0,0,6.972,97.5,0,13.84
2015/11/01 05:34,1025,0,0,0,6.967,97.3,0,13.84
2015/11/01 05:35,1025,0,0,0,6.94,97.2,0,13.84
2015/11/01 05:36,1025,0,0,0,6.945,97.1,0,13.84
